,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Grant Calcaterra,!,0,TE,TE2,2500,PHI,vs SF,29,22.75,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,25,37,37,63,232,232,,,,,,,,,,,1.5,0.83,13.5,,,,,,,,
Albert Okwuegbunam,,0,TE,TE3,2500,PHI,vs SF,29,22.75,4.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,25,37,37,63,232,232,,,,,,,,,,,3.17,2.35,23.74,0.17,,,,,,,
Stone Smartt,,0,TE,TE3,2500,LAC,@ NE,22,22.75,3.5,1.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,1.6,0.7,9.7,0.1,,,,,,,
Pharaoh Brown,,0,TE,TE3,2500,NE,vs LAC,17,17.75,3.8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,2.11,1.53,17.05,0.08,,,,,,,
Foster Moreau,,0,TE,TE3,2500,NO,vs DET,11,21.25,4.3,6.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,25,37,37,63,232,232,,,,,,,,,0.04,,2.79,1.96,23.5,0.25,,,,,,,
Jimmy Graham,,0,TE,TE4,2500,NO,vs DET,11,21.25,6.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,25,37,37,63,232,232,,,,,,,,0.01,,,4.93,3.16,36.38,0.33,,,,,,,
Brock Wright,,0,TE,TE2,2500,DET,@ NO,23,25.25,3,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,1.44,1.22,8.78,0.11,,,,,,,
James Mitchell,,0,TE,TE3,2500,DET,@ NO,23,25.25,3.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,25,37,37,63,232,232,,,,,,,,,,,1.38,1.38,14.13,0.13,,,,,,,
C.J. Uzomah,,0,TE,TE3,2500,NYJ,vs ATL,2,16.25,5,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,25,37,37,63,232,232,,,,,,,,,,,3.13,2.21,21.62,0.18,,,,,,,
MyCole Pruitt,,0,TE,TE3,2500,ATL,@ NYJ,25,17.25,3.2,5.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,25,37,37,63,232,232,,,,,,,,,,,1.63,1.2,12.2,0.18,,,,,,,
John FitzPatrick,,0,TE,TE4,2500,ATL,@ NYJ,25,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,,,,,,,,,,,
Darnell Washington,,0,TE,TE2,2500,PIT,vs ARI,1,23.25,0.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,53,0,25,37,37,63,232,232,,,,,,,,,,,1.17,0.83,6.83,,,,,,,,
Connor Heyward,,0,TE,TE3,2500,PIT,vs ARI,1,23.25,2.4,4.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,47,0,25,37,37,63,232,232,,,,,,,,0.13,0.4,,2.8,2.07,19.93,0.07,,,,,,,
Rodney Williams,,0,TE,TE4,2500,PIT,vs ARI,1,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,,,,,,,,,,,
Geoff Swaim,,0,TE,TE2,2500,ARI,@ PIT,27,18.25,3.5,2.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,25,37,37,63,232,232,,,,,,,,,,,2.23,1.75,13.28,0.1,,,,,,,
Elijah Higgins,,0,TE,TE3,2500,ARI,@ PIT,27,18.25,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,1,0.5,4.67,,,,,,,,
Blake Whiteheart,,0,TE,TE4,2500,ARI,@ PIT,27,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,,,,,,,,,,,
Payne Durham,,0,TE,TE2,2500,TB,vs CAR,5,20.75,1.3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,25,37,37,63,232,232,,,,,,,,,,,1.2,0.8,6.6,,,,,,,,
Ko Kieft,,0,TE,TE3,2500,TB,vs CAR,5,20.75,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,0.93,0.5,5.71,0.07,,,,,,,
Kylen Granson,,0,TE,TE3,2500,IND,@ TEN,31,21.75,3.1,4.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,25,37,37,63,232,232,,,,,,,,0.03,,,2.69,1.84,18.22,0.03,,,,,,,
Mo Alie-Cox,,0,TE,TE4,2500,IND,@ TEN,31,21.75,4.9,3.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,2.03,1.32,17.04,0.17,,,,,,,
Trevon Wesco,,0,TE,TE3,2500,TEN,vs IND,14,20.75,1.5,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,0.11,0.11,,0.84,0.47,7.05,,,,,,,,
Kevin Rader,,0,TE,TE4,2500,TEN,vs IND,14,20.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,0.29,0.14,0.57,,,,,,,,
Cole Turner,,0,TE,TE3,2500,WAS,vs MIA,20,20.25,2.3,0.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,1.92,1,11.75,,,,,,,,
Curtis Hodges,,0,TE,TE4,2500,WAS,vs MIA,20,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,,,,,,,,,,,
Julian Hill,,0,TE,TE2,2500,MIA,@ WAS,32,29.25,0.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,25,37,37,63,232,232,,,,,,,,,,,1.33,0.67,4.67,,,,,,,,
Tyler Kroft,,0,TE,TE3,2500,MIA,@ WAS,32,29.25,5.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,2.55,1.69,17.44,0.21,,,,,,,
Chris Manhertz,,0,TE,TE2,2500,DEN,@ HOU,13,22.25,2.4,1.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,1.21,0.79,8.21,0.06,,,,,,,
Nate Adkins,,0,TE,TE3,2500,DEN,@ HOU,13,22.25,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,25,37,37,63,232,232,,,,,,,,,,,1.25,1,5.5,,,,,,,,
Eric Saubert,,0,TE,TE2,2500,HOU,vs DEN,10,25.25,2.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,1.53,0.97,8.24,0.06,,,,,,,
Davis Allen,,0,TE,TE2,2500,LAR,vs CLE,8,21.75,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,0.5,0.5,3,,,,,,,,
Hunter Long,,0,TE,TE3,2500,LAR,vs CLE,8,21.75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,37,37,63,232,232,,,,,,,,,,,0.75,0.25,2,,,,,,,,
Brycen Hopkins,,0,TE,TE4,2500,LAR,vs CLE,8,21.75,2.2,2.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,25,37,37,63,232,232,,,,,,,,,,,1.45,1,13.55,,,,,,,,
Harrison Bryant,,0,TE,TE2,2500,CLE,@ LAR,18,18.75,3.9,4.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,25,37,37,63,232,232,,,,,,,,0.12,0.33,,2.41,1.65,14.73,0.18,,,,,,,
Jordan Akins,,0,TE,TE3,2500,CLE,@ LAR,18,18.75,4.8,7.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,25,37,37,63,232,232,,,,,,,,0.03,0.09,,2.99,2.07,23.68,0.11,,,,,,,
